zip,type_of_property,subtype_of_property,price,number_of_rooms,house_area,surface_of_the_land,number_of_facades,swimming_pool,state_of_the_building,commune,province,region,rank
2170,apartment,apartment,159000,2,72,72,2,0,unknown,ANTWERPEN,Anvers,Région flamande,334.0
2600,apartment,apartment,159000,2,65,65,2,0,as new,ANTWERPEN,Anvers,Région flamande,334.0
7500,apartment,apartment,159000,2,100,100,3,0,good,TOURNAI,Hainaut,Région wallonne,281.0
2550,apartment,apartment,197000,2,90,90,1,0,good,KONTICH,Anvers,Région flamande,466.0
6000,apartment,apartment,160000,2,84,84,2,0,as new,CHARLEROI,Hainaut,Région wallonne,19.0
6790,apartment,apartment,180000,2,90,90,2,0,as new,AUBANGE,Luxembourg,Région wallonne,233.0
4000,apartment,apartment,155000,2,70,70,2,0,good,LIÈGE,Liège,Région wallonne,83.0
4000,apartment,apartment,155000,2,70,70,2,0,good,LIÈGE,Liège,Région wallonne,83.0
1070,apartment,apartment,159000,2,78,78,3,0,to be done up,ANDERLECHT,Bruxelles (19 communes),Région Bruxelles-capitale,282.0
4820,apartment,apartment,165000,2,67,67,3,0,good,DISON,Liège,Région wallonne,21.0
5000,apartment,apartment,169000,2,70,70,3,0,to be done up,NAMUR,Namur,Région wallonne,258.0
1020,apartment,apartment,175000,2,80,80,2,0,unknown,BRUXELLES,Bruxelles (19 communes),Région Bruxelles-capitale,494.0
1080,apartment,apartment,185000,2,90,90,3,0,to be done up,MOLENBEEK-SAINT-JEAN,Bruxelles (19 communes),Région Bruxelles-capitale,238.0
1082,apartment,apartment,185000,1,85,85,3,0,to be done up,BERCHEM-SAINTE-AGATHE,Bruxelles (19 communes),Région Bruxelles-capitale,366.0
6717,apartment,apartment,185000,2,85,85,3,0,as new,ATTERT,Luxembourg,Région wallonne,534.0
1500,apartment,apartment,199000,2,66,66,2,0,unknown,HALLE,Brabant Flamand,Région flamande,399.0
1650,apartment,service flat,199000,1,55,55,3,0,as new,BEERSEL,Brabant Flamand,Région flamande,490.0
1652,apartment,service flat,199000,1,55,55,3,0,as new,BEERSEL,Brabant Flamand,Région flamande,490.0
8430,apartment,duplex,199000,2,42,42,2,0,good,MIDDELKERKE,Flandre-Occidentale,Région flamande,71.0
9100,apartment,apartment,163000,1,60,60,2,0,unknown,SINT-NIKLAAS,Flandre-Orientale,Région flamande,319.0
2100,apartment,apartment,169000,2,89,89,3,0,good,ANTWERPEN,Anvers,Région flamande,334.0
9700,apartment,ground floor,175000,2,100,100,2,0,to be done up,OUDENAARDE,Flandre-Orientale,Région flamande,268.0
6001,apartment,apartment,157500,2,72,72,3,0,as new,CHARLEROI,Hainaut,Région wallonne,19.0
1070,apartment,apartment,180000,1,52,52,2,0,just renovated,ANDERLECHT,Bruxelles (19 communes),Région Bruxelles-capitale,282.0
4850,apartment,ground floor,195000,2,95,95,3,0,as new,PLOMBIÈRES,Liège,Région wallonne,149.0
2861,apartment,apartment,199000,1,63,63,2,0,unknown,SINT-KATELIJNE-WAVER,Anvers,Région flamande,447.0
4850,apartment,ground floor,200000,2,98,98,3,0,as new,PLOMBIÈRES,Liège,Région wallonne,149.0
4051,apartment,apartment,185000,2,93,93,3,0,unknown,CHAUDFONTAINE,Liège,Région wallonne,253.0
1180,apartment,service flat,190000,1,57,57,2,0,just renovated,UCCLE,Bruxelles (19 communes),Région Bruxelles-capitale,549.0
3000,apartment,apartment,197000,1,55,55,2,0,just renovated,LEUVEN,Brabant Flamand,Région flamande,465.0
9170,apartment,apartment,178000,1,66,66,3,0,as new,SINT-GILLIS-WAAS,Flandre-Orientale,Région flamande,252.0
3970,apartment,apartment,198000,2,108,108,4,0,unknown,LEOPOLDSBURG,Limbourg,Région flamande,122.0
4000,apartment,apartment,154000,2,68,68,2,0,good,LIÈGE,Liège,Région wallonne,83.0
4430,apartment,apartment,154500,1,74,74,4,0,unknown,ANS,Liège,Région wallonne,66.0
4430,apartment,apartment,157500,1,74,74,4,0,unknown,ANS,Liège,Région wallonne,66.0
1080,apartment,duplex,165000,1,65,65,2,0,good,MOLENBEEK-SAINT-JEAN,Bruxelles (19 communes),Région Bruxelles-capitale,238.0
6060,apartment,duplex,165000,5,188,188,3,0,good,CHARLEROI,Hainaut,Région wallonne,19.0
8430,apartment,apartment,175000,2,48,48,3,0,unknown,MIDDELKERKE,Flandre-Occidentale,Région flamande,71.0
4050,apartment,apartment,180000,2,140,140,2,0,as new,CHAUDFONTAINE,Liège,Région wallonne,253.0
1000,apartment,apartment,185000,1,60,60,2,0,good,BRUXELLES,Bruxelles (19 communes),Région Bruxelles-capitale,494.0
7333,apartment,apartment,185000,2,82,82,3,0,just renovated,SAINT-GHISLAIN,Hainaut,Région wallonne,36.0
7333,apartment,apartment,185000,2,87,87,3,0,just renovated,SAINT-GHISLAIN,Hainaut,Région wallonne,36.0
4300,apartment,apartment,189000,2,85,85,2,0,good,WAREMME,Liège,Région wallonne,117.0
8380,apartment,apartment,189000,1,80,80,2,0,good,BRUGGE,Flandre-Occidentale,Région flamande,467.0
1210,apartment,apartment,199000,1,45,45,2,0,good,SAINT-JOSSE-TEN-NOODE,Bruxelles (19 communes),Région Bruxelles-capitale,270.0
9470,apartment,apartment,162000,2,78,78,3,0,good,DENDERLEEUW,Flandre-Orientale,Région flamande,213.0
8400,apartment,apartment,178000,3,86,86,2,0,to be done up,OOSTENDE,Flandre-Occidentale,Région flamande,168.0
6790,apartment,apartment,198000,2,78,78,3,0,unknown,AUBANGE,Luxembourg,Région wallonne,233.0
2140,apartment,apartment,199000,2,77,77,2,0,as new,ANTWERPEN,Anvers,Région flamande,334.0
6061,apartment,apartment,160000,2,114,114,3,0,as new,CHARLEROI,Hainaut,Région wallonne,19.0
3800,apartment,apartment,169500,2,100,100,2,0,good,SINT-TRUIDEN,Limbourg,Région flamande,192.0
6061,apartment,apartment,197500,3,222,222,3,0,as new,CHARLEROI,Hainaut,Région wallonne,19.0
3840,apartment,apartment,199500,2,97,97,2,0,as new,BORGLOON,Limbourg,Région flamande,217.0
1080,apartment,apartment,159000,2,80,80,3,0,to be done up,MOLENBEEK-SAINT-JEAN,Bruxelles (19 communes),Région Bruxelles-capitale,238.0
3980,apartment,apartment,165000,2,84,84,2,0,good,TESSENDERLO,Limbourg,Région flamande,304.0
4032,apartment,apartment,165000,2,90,90,2,0,good,LIÈGE,Liège,Région wallonne,83.0
1430,apartment,apartment,178000,2,115,115,2,0,good,REBECQ,Brabant Wallon,Région flamande,338.0
2630,apartment,apartment,185000,2,100,100,3,0,just renovated,AARTSELAAR,Anvers,Région flamande,509.0
2830,apartment,apartment,185000,2,94,94,2,0,good,WILLEBROEK,Anvers,Région flamande,382.0
8370,apartment,apartment,185000,1,60,60,2,0,good,BLANKENBERGE,Flandre-Occidentale,Région flamande,153.0
3600,apartment,apartment,189000,3,119,119,3,0,to be done up,GENK,Limbourg,Région flamande,180.0
1400,apartment,apartment,190000,2,85,85,3,0,as new,NIVELLES,Brabant Wallon,Région flamande,284.0
7090,apartment,apartment,190000,2,85,85,3,0,as new,BRAINE-LE-COMTE,Hainaut,Région wallonne,61.0
4000,apartment,apartment,195000,2,96,96,2,0,good,LIÈGE,Liège,Région wallonne,83.0
4000,apartment,apartment,199000,3,106,106,2,0,good,LIÈGE,Liège,Région wallonne,83.0
4670,apartment,apartment,155000,2,85,85,2,0,unknown,BLÉGNY,Liège,Région wallonne,374.0
5100,apartment,apartment,155000,1,68,68,2,0,good,NAMUR,Namur,Région wallonne,258.0
1090,apartment,apartment,160000,1,65,65,3,0,good,JETTE,Bruxelles (19 communes),Région Bruxelles-capitale,259.0
4820,apartment,apartment,165000,2,67,67,3,0,good,DISON,Liège,Région wallonne,21.0
1030,apartment,penthouse,175000,1,65,65,2,0,good,SCHAERBEEK,Bruxelles (19 communes),Région Bruxelles-capitale,404.0
8430,apartment,apartment,180000,2,92,92,2,0,good,MIDDELKERKE,Flandre-Occidentale,Région flamande,71.0
8370,apartment,apartment,182000,1,78,78,2,0,good,BLANKENBERGE,Flandre-Occidentale,Région flamande,153.0
1210,apartment,apartment,185000,2,78,78,2,0,just renovated,SAINT-JOSSE-TEN-NOODE,Bruxelles (19 communes),Région Bruxelles-capitale,270.0
4053,apartment,apartment,189000,2,91,91,2,0,unknown,CHAUDFONTAINE,Liège,Région wallonne,253.0
4400,apartment,apartment,190000,2,102,102,3,0,as new,FLÉMALLE,Liège,Région wallonne,81.0
8370,apartment,apartment,200000,1,50,50,2,0,good,BLANKENBERGE,Flandre-Occidentale,Région flamande,153.0
7160,apartment,apartment,189000,2,100,100,3,0,as new,CHAPELLE-LEZ-HERLAIMONT,Hainaut,Région wallonne,400.0
1090,apartment,apartment,198000,1,65,65,2,0,unknown,JETTE,Bruxelles (19 communes),Région Bruxelles-capitale,259.0
4500,apartment,apartment,198500,2,90,90,3,0,as new,HUY,Liège,Région wallonne,84.0
6800,apartment,apartment,199000,2,96,96,3,0,unknown,LIBRAMONT-CHEVIGNY,Luxembourg,Région wallonne,173.0
3400,apartment,apartment,175000,1,80,80,3,0,just renovated,LANDEN,Brabant Flamand,Région flamande,73.0
6061,apartment,apartment,185000,7,165,165,3,0,to be done up,CHARLEROI,Hainaut,Région wallonne,19.0
7080,apartment,apartment,153702,1,70,70,3,0,as new,FRAMERIES,Hainaut,Région wallonne,10.0
3000,apartment,flat studio,169000,0,25,25,2,0,good,LEUVEN,Brabant Flamand,Région flamande,465.0
3272,apartment,apartment,169000,1,55,55,3,0,unknown,SCHERPENHEUVEL-ZICHEM,Brabant Flamand,Région flamande,195.0
1140,apartment,apartment,172000,2,76,76,3,0,unknown,EVERE,Bruxelles (19 communes),Région Bruxelles-capitale,262.0
8430,apartment,apartment,175000,1,39,39,3,0,good,MIDDELKERKE,Flandre-Occidentale,Région flamande,71.0
8430,apartment,apartment,175000,1,39,39,3,0,good,MIDDELKERKE,Flandre-Occidentale,Région flamande,71.0
1140,apartment,apartment,175500,2,76,76,3,0,unknown,EVERE,Bruxelles (19 communes),Région Bruxelles-capitale,262.0
4000,apartment,apartment,179000,2,77,77,2,0,good,LIÈGE,Liège,Région wallonne,83.0
6032,apartment,apartment,179000,2,120,120,3,0,good,CHARLEROI,Hainaut,Région wallonne,19.0
7000,apartment,apartment,179000,1,63,63,3,0,as new,MONS,Hainaut,Région wallonne,40.0
4420,apartment,apartment,179900,3,108,108,3,0,as new,SAINT-NICOLAS,Liège,Région wallonne,12.0
2170,apartment,apartment,184000,2,82,82,2,0,just renovated,ANTWERPEN,Anvers,Région flamande,334.0
2170,apartment,apartment,184000,2,82,82,2,0,good,ANTWERPEN,Anvers,Région flamande,334.0
3530,apartment,apartment,188000,2,95,95,3,0,good,HOUTHALEN-HELCHTEREN,Limbourg,Région flamande,203.0
4600,apartment,apartment,189000,1,63,63,2,0,unknown,VISÉ,Liège,Région wallonne,150.0
8700,apartment,apartment,189000,2,78,78,1,0,good,TIELT,Flandre-Occidentale,Région flamande,287.0
7080,apartment,apartment,189113,2,84,84,3,0,as new,FRAMERIES,Hainaut,Région wallonne,10.0
7333,apartment,apartment,190000,2,85,85,3,0,just renovated,SAINT-GHISLAIN,Hainaut,Région wallonne,36.0
8434,apartment,apartment,195000,1,61,61,2,0,as new,MIDDELKERKE,Flandre-Occidentale,Région flamande,71.0
2940,apartment,apartment,198000,2,90,90,2,0,good,STABROEK,Anvers,Région flamande,263.0
4053,apartment,apartment,198000,2,80,80,2,0,good,CHAUDFONTAINE,Liège,Région wallonne,253.0
1090,apartment,ground floor,199000,3,88,88,2,0,just renovated,JETTE,Bruxelles (19 communes),Région Bruxelles-capitale,259.0
1731,apartment,apartment,199000,2,90,90,2,0,unknown,ASSE,Brabant Flamand,Région flamande,341.0
2390,apartment,apartment,199990,2,89,89,2,0,good,MALLE,Anvers,Région flamande,435.0
1070,apartment,apartment,169000,2,80,80,2,0,good,ANDERLECHT,Bruxelles (19 communes),Région Bruxelles-capitale,282.0
1730,apartment,service flat,169000,1,52,52,3,0,unknown,ASSE,Brabant Flamand,Région flamande,341.0
3600,apartment,apartment,159000,2,80,80,2,0,good,GENK,Limbourg,Région flamande,180.0
8400,apartment,apartment,160000,1,61,61,2,0,good,OOSTENDE,Flandre-Occidentale,Région flamande,168.0
2610,apartment,apartment,165000,2,87,87,2,0,good,ANTWERPEN,Anvers,Région flamande,334.0
2060,apartment,ground floor,185000,1,50,50,2,0,just renovated,ANTWERPEN,Anvers,Région flamande,334.0
3300,apartment,apartment,189000,2,82,82,2,0,to be done up,TIENEN,Brabant Flamand,Région flamande,179.0
1180,apartment,apartment,165000,1,55,55,2,0,good,UCCLE,Bruxelles (19 communes),Région Bruxelles-capitale,549.0
2170,apartment,apartment,179000,3,80,80,3,0,good,ANTWERPEN,Anvers,Région flamande,334.0
4100,apartment,apartment,179000,2,81,81,2,0,good,SERAING,Liège,Région wallonne,26.0
1731,apartment,apartment,165000,1,63,63,3,0,unknown,ASSE,Brabant Flamand,Région flamande,341.0
4101,apartment,apartment,165000,2,103,103,2,0,unknown,SERAING,Liège,Région wallonne,26.0
4000,apartment,triplex,169000,3,132,132,3,0,to renovate,LIÈGE,Liège,Région wallonne,83.0
4837,apartment,apartment,173259,2,82,82,2,0,as new,BAELEN,Liège,Région wallonne,230.0
1082,apartment,apartment,175000,1,79,79,3,0,good,BERCHEM-SAINTE-AGATHE,Bruxelles (19 communes),Région Bruxelles-capitale,366.0
1210,apartment,apartment,175000,1,47,47,2,0,just renovated,SAINT-JOSSE-TEN-NOODE,Bruxelles (19 communes),Région Bruxelles-capitale,270.0
8370,apartment,apartment,190000,1,60,60,2,0,unknown,BLANKENBERGE,Flandre-Occidentale,Région flamande,153.0
1861,apartment,apartment,195000,2,77,77,3,0,just renovated,MEISE,Brabant Flamand,Région flamande,526.0
3980,apartment,ground floor,185000,2,90,90,3,0,good,TESSENDERLO,Limbourg,Région flamande,304.0
4800,apartment,apartment,155000,2,98,98,2,0,good,VERVIERS,Liège,Région wallonne,72.0
2830,apartment,apartment,178200,2,90,90,2,0,good,WILLEBROEK,Anvers,Région flamande,382.0
6220,apartment,apartment,194000,2,97,97,3,0,as new,FLEURUS,Hainaut,Région wallonne,35.0
8580,apartment,apartment,195000,3,107,107,3,0,as new,AVELGEM,Flandre-Occidentale,Région flamande,105.0
8300,apartment,flat studio,154000,0,40,40,2,0,good,KNOKKE-HEIST,Flandre-Occidentale,Région flamande,570.0
2140,apartment,apartment,175000,3,110,110,3,0,good,ANTWERPEN,Anvers,Région flamande,334.0
2800,apartment,apartment,185000,2,70,70,3,0,to be done up,MECHELEN,Anvers,Région flamande,479.0
1000,apartment,apartment,200000,1,60,60,3,0,as new,BRUXELLES,Bruxelles (19 communes),Région Bruxelles-capitale,494.0
1080,apartment,apartment,185000,2,75,75,3,0,as new,MOLENBEEK-SAINT-JEAN,Bruxelles (19 communes),Région Bruxelles-capitale,238.0
4520,apartment,duplex,200000,3,185,185,3,0,good,WANZE,Liège,Région wallonne,136.0
8400,apartment,apartment,175000,2,99,99,2,0,good,OOSTENDE,Flandre-Occidentale,Région flamande,168.0
2170,apartment,apartment,154000,2,74,74,2,0,to be done up,ANTWERPEN,Anvers,Région flamande,334.0
6183,apartment,apartment,159000,2,96,96,3,0,as new,COURCELLES,Hainaut,Région wallonne,41.0
1040,apartment,apartment,169000,1,34,34,2,0,as new,ETTERBEEK,Bruxelles (19 communes),Région Bruxelles-capitale,540.0
1040,apartment,flat studio,169000,1,34,34,2,0,as new,ETTERBEEK,Bruxelles (19 communes),Région Bruxelles-capitale,540.0
4000,apartment,apartment,169000,2,90,90,2,0,unknown,LIÈGE,Liège,Région wallonne,83.0
6183,apartment,apartment,169000,2,103,103,3,0,as new,COURCELLES,Hainaut,Région wallonne,41.0
4000,apartment,apartment,170000,2,103,103,2,0,good,LIÈGE,Liège,Région wallonne,83.0
2100,apartment,apartment,173000,2,85,85,2,0,good,ANTWERPEN,Anvers,Région flamande,334.0
1030,apartment,apartment,175000,1,46,46,3,0,as new,SCHAERBEEK,Bruxelles (19 communes),Région Bruxelles-capitale,404.0
2300,apartment,apartment,179000,2,82,82,2,0,just renovated,TURNHOUT,Anvers,Région flamande,277.0
8370,apartment,flat studio,179000,0,52,52,2,0,just renovated,BLANKENBERGE,Flandre-Occidentale,Région flamande,153.0
4141,apartment,ground floor,182130,1,85,85,3,0,good,SPRIMONT,Liège,Région wallonne,333.0
3980,apartment,apartment,183000,2,80,80,2,0,good,TESSENDERLO,Limbourg,Région flamande,304.0
1457,apartment,apartment,189000,2,105,105,4,0,good,WALHAIN,Brabant Wallon,Région flamande,442.0
2150,apartment,apartment,189000,3,105,105,2,0,to be done up,BORSBEEK,Anvers,Région flamande,313.0
1081,apartment,apartment,190000,2,83,83,2,0,good,KOEKELBERG,Bruxelles (19 communes),Région Bruxelles-capitale,140.0
2300,apartment,apartment,195000,2,92,92,2,0,just renovated,TURNHOUT,Anvers,Région flamande,277.0
6441,apartment,duplex,195000,2,120,120,3,1,good,FROIDCHAPELLE,Hainaut,Région wallonne,4.0
1083,apartment,apartment,199000,2,93,93,3,0,as new,GANSHOREN,Bruxelles (19 communes),Région Bruxelles-capitale,209.0
2640,apartment,apartment,199000,2,82,82,3,0,good,MORTSEL,Anvers,Région flamande,326.0
1020,apartment,apartment,170000,2,70,70,1,0,good,BRUXELLES,Bruxelles (19 communes),Région Bruxelles-capitale,494.0
4540,apartment,apartment,168000,2,90,90,4,0,unknown,AMAY,Liège,Région wallonne,27.0
8200,apartment,apartment,170000,1,63,63,3,0,to be done up,BRUGGE,Flandre-Occidentale,Région flamande,467.0
7330,apartment,apartment,180000,2,133,133,3,0,as new,SAINT-GHISLAIN,Hainaut,Région wallonne,36.0
4540,apartment,apartment,190000,2,140,140,4,0,unknown,AMAY,Liège,Région wallonne,27.0
1080,apartment,apartment,195000,2,84,84,2,0,good,MOLENBEEK-SAINT-JEAN,Bruxelles (19 communes),Région Bruxelles-capitale,238.0
2100,apartment,apartment,195000,1,87,87,3,0,just renovated,ANTWERPEN,Anvers,Région flamande,334.0
5590,apartment,duplex,159900,2,68,68,4,0,good,CINEY,Namur,Région wallonne,78.0
4100,apartment,penthouse,199000,1,77,77,4,0,unknown,SERAING,Liège,Région wallonne,26.0
1070,apartment,apartment,155000,1,65,65,3,0,unknown,ANDERLECHT,Bruxelles (19 communes),Région Bruxelles-capitale,282.0
2100,apartment,apartment,162500,2,90,90,3,0,good,ANTWERPEN,Anvers,Région flamande,334.0
1731,apartment,apartment,169000,2,72,72,2,0,as new,ASSE,Brabant Flamand,Région flamande,341.0
8500,apartment,apartment,175000,1,75,75,3,0,good,KORTRIJK,Flandre-Occidentale,Région flamande,352.0
4460,apartment,apartment,185000,2,95,95,3,0,as new,GRÂCE-HOLLOGNE,Liège,Région wallonne,43.0
4040,apartment,penthouse,185500,2,82,82,3,0,unknown,HERSTAL,Liège,Région wallonne,93.0
8400,apartment,apartment,187000,1,37,37,2,0,as new,OOSTENDE,Flandre-Occidentale,Région flamande,168.0
1853,apartment,apartment,189000,2,90,90,2,0,to be done up,GRIMBERGEN,Brabant Flamand,Région flamande,436.0
6880,apartment,apartment,165000,2,101,101,3,0,unknown,BERTRIX,Luxembourg,Région wallonne,59.0
4540,apartment,apartment,170000,2,101,101,3,0,as new,AMAY,Liège,Région wallonne,27.0
2660,apartment,apartment,169000,2,70,70,2,0,just renovated,ANTWERPEN,Anvers,Région flamande,334.0
3300,apartment,apartment,189000,1,75,75,2,0,good,TIENEN,Brabant Flamand,Région flamande,179.0
8430,apartment,flat studio,189000,0,41,41,2,0,good,MIDDELKERKE,Flandre-Occidentale,Région flamande,71.0
7020,apartment,apartment,190000,3,110,110,3,0,as new,MONS,Hainaut,Région wallonne,40.0
6700,apartment,apartment,198000,3,105,105,3,0,good,ARLON,Luxembourg,Région wallonne,309.0
4210,apartment,duplex,200000,3,185,185,3,0,good,BURDINNE,Liège,Région wallonne,147.0
9160,apartment,apartment,180000,2,91,91,2,0,unknown,LOKEREN,Flandre-Orientale,Région flamande,337.0
1090,apartment,ground floor,187500,1,70,70,2,0,just renovated,JETTE,Bruxelles (19 communes),Région Bruxelles-capitale,259.0
2018,apartment,apartment,179000,2,52,52,1,0,unknown,ANTWERPEN,Anvers,Région flamande,334.0
8434,apartment,apartment,189000,2,85,85,3,0,good,MIDDELKERKE,Flandre-Occidentale,Région flamande,71.0
2300,apartment,apartment,195000,2,103,103,2,0,good,TURNHOUT,Anvers,Région flamande,277.0
2140,apartment,apartment,179000,2,85,85,2,0,good,ANTWERPEN,Anvers,Région flamande,334.0
4300,apartment,apartment,175000,2,86,86,3,0,good,WAREMME,Liège,Région wallonne,117.0
5100,apartment,apartment,175000,2,68,68,2,0,as new,NAMUR,Namur,Région wallonne,258.0
2340,apartment,apartment,179000,3,91,91,3,0,to renovate,BEERSE,Anvers,Région flamande,378.0
2060,apartment,apartment,185000,1,78,78,2,0,good,ANTWERPEN,Anvers,Région flamande,334.0
8420,apartment,flat studio,185000,0,38,38,3,0,to be done up,DE HAAN,Flandre-Occidentale,Région flamande,257.0
2600,apartment,apartment,188000,2,93,93,3,0,good,ANTWERPEN,Anvers,Région flamande,334.0
6780,apartment,apartment,189000,3,140,140,4,0,to renovate,MESSANCY,Luxembourg,Région wallonne,427.0
4540,apartment,apartment,195000,2,110,110,3,0,as new,AMAY,Liège,Région wallonne,27.0
8430,apartment,apartment,199000,2,59,59,2,0,good,MIDDELKERKE,Flandre-Occidentale,Région flamande,71.0
3580,apartment,apartment,175000,2,90,90,4,0,good,BERINGEN,Limbourg,Région flamande,193.0
4870,apartment,apartment,167500,2,75,75,2,0,unknown,TROOZ,Liège,Région wallonne,46.0
4877,apartment,apartment,167500,2,75,75,2,0,unknown,OLNE,Liège,Région wallonne,264.0
1080,apartment,apartment,200000,2,90,90,2,0,good,MOLENBEEK-SAINT-JEAN,Bruxelles (19 communes),Région Bruxelles-capitale,238.0
2140,apartment,apartment,169000,2,87,87,2,0,good,ANTWERPEN,Anvers,Région flamande,334.0
8400,apartment,apartment,188000,0,40,40,2,0,good,OOSTENDE,Flandre-Occidentale,Région flamande,168.0
2500,apartment,apartment,195000,1,65,65,2,0,good,LIER,Anvers,Région flamande,390.0
1070,apartment,apartment,175000,2,75,75,2,0,good,ANDERLECHT,Bruxelles (19 communes),Région Bruxelles-capitale,282.0
2850,apartment,apartment,179000,2,80,80,2,0,just renovated,BOOM,Anvers,Région flamande,232.0
1080,apartment,duplex,160000,3,145,145,2,0,unknown,MOLENBEEK-SAINT-JEAN,Bruxelles (19 communes),Région Bruxelles-capitale,238.0
5100,apartment,apartment,159500,1,54,54,2,0,to be done up,NAMUR,Namur,Région wallonne,258.0
5100,apartment,ground floor,159500,1,54,54,2,0,to be done up,NAMUR,Namur,Région wallonne,258.0
8400,apartment,apartment,167000,2,85,85,2,0,good,OOSTENDE,Flandre-Occidentale,Région flamande,168.0
2100,apartment,apartment,168000,2,85,85,2,0,unknown,ANTWERPEN,Anvers,Région flamande,334.0
4540,apartment,apartment,170000,2,100,100,4,0,unknown,AMAY,Liège,Région wallonne,27.0
4460,apartment,apartment,179000,3,240,240,3,0,as new,GRÂCE-HOLLOGNE,Liège,Région wallonne,43.0
8400,apartment,apartment,179000,2,90,90,2,0,good,OOSTENDE,Flandre-Occidentale,Région flamande,168.0
9140,apartment,apartment,179000,2,107,107,3,0,as new,TEMSE,Flandre-Orientale,Région flamande,310.0
1457,apartment,apartment,185000,2,80,80,3,0,good,WALHAIN,Brabant Wallon,Région flamande,442.0
4430,apartment,ground floor,187500,2,94,94,4,0,unknown,ANS,Liège,Région wallonne,66.0
8820,apartment,apartment,189000,2,90,90,3,0,as new,TORHOUT,Flandre-Occidentale,Région flamande,290.0
2830,apartment,apartment,199000,2,110,110,3,0,as new,WILLEBROEK,Anvers,Région flamande,382.0
2850,apartment,apartment,199000,2,75,75,2,0,good,BOOM,Anvers,Région flamande,232.0
4920,apartment,apartment,199000,3,146,146,3,0,as new,AYWAILLE,Liège,Région wallonne,148.0
8400,apartment,duplex,199000,2,80,80,2,0,good,OOSTENDE,Flandre-Occidentale,Région flamande,168.0
8430,apartment,apartment,199000,2,69,69,2,0,good,MIDDELKERKE,Flandre-Occidentale,Région flamande,71.0
1070,apartment,apartment,155000,1,60,60,2,0,as new,ANDERLECHT,Bruxelles (19 communes),Région Bruxelles-capitale,282.0
2440,apartment,apartment,180000,2,90,90,3,0,unknown,GEEL,Anvers,Région flamande,254.0
7000,apartment,apartment,160000,2,86,86,3,0,to be done up,MONS,Hainaut,Région wallonne,40.0
8420,apartment,flat studio,165000,0,43,43,3,1,as new,DE HAAN,Flandre-Occidentale,Région flamande,257.0
8430,apartment,flat studio,165000,0,38,38,2,0,good,MIDDELKERKE,Flandre-Occidentale,Région flamande,71.0
7190,apartment,apartment,168000,2,92,92,2,0,good,ECAUSSINNES,Hainaut,Région wallonne,124.0
3630,apartment,apartment,169000,1,65,65,2,0,good,MAASMECHELEN,Limbourg,Région flamande,269.0
3630,apartment,penthouse,169000,1,65,65,2,0,good,MAASMECHELEN,Limbourg,Région flamande,269.0
1731,apartment,apartment,179000,2,75,75,3,0,as new,ASSE,Brabant Flamand,Région flamande,341.0
8620,apartment,apartment,185000,1,58,58,3,0,as new,NIEUWPOORT,Flandre-Occidentale,Région flamande,364.0
1800,apartment,apartment,198000,2,117,117,3,0,just renovated,VILVOORDE,Brabant Flamand,Région flamande,307.0
9140,apartment,apartment,198000,2,100,100,3,0,as new,TEMSE,Flandre-Orientale,Région flamande,310.0
4357,apartment,apartment,199000,2,85,85,3,0,as new,DONCEEL,Liège,Région wallonne,111.0
1082,apartment,apartment,199000,1,73,73,2,0,as new,BERCHEM-SAINTE-AGATHE,Bruxelles (19 communes),Région Bruxelles-capitale,366.0
1020,apartment,apartment,170000,2,81,81,2,0,good,BRUXELLES,Bruxelles (19 communes),Région Bruxelles-capitale,494.0
1070,apartment,apartment,175000,2,82,82,3,0,good,ANDERLECHT,Bruxelles (19 communes),Région Bruxelles-capitale,282.0
5100,apartment,apartment,185000,2,70,70,3,0,good,NAMUR,Namur,Région wallonne,258.0
8450,apartment,apartment,195000,2,74,74,2,0,good,BREDENE,Flandre-Occidentale,Région flamande,114.0
2200,apartment,apartment,199000,3,110,110,2,0,just renovated,HERENTALS,Anvers,Région flamande,293.0
2650,apartment,apartment,199000,3,105,105,3,0,to be done up,EDEGEM,Anvers,Région flamande,416.0
8760,apartment,apartment,199000,1,75,75,3,0,unknown,MEULEBEKE,Flandre-Occidentale,Région flamande,174.0
2020,apartment,apartment,197000,2,80,80,2,0,to be done up,ANTWERPEN,Anvers,Région flamande,334.0
4920,apartment,apartment,179000,2,67,67,2,0,as new,AYWAILLE,Liège,Région wallonne,148.0
1000,apartment,flat studio,169000,1,20,20,3,0,good,BRUXELLES,Bruxelles (19 communes),Région Bruxelles-capitale,494.0
1020,apartment,apartment,169000,1,70,70,3,0,good,BRUXELLES,Bruxelles (19 communes),Région Bruxelles-capitale,494.0
4020,apartment,apartment,180000,2,97,97,2,0,good,LIÈGE,Liège,Région wallonne,83.0
3272,apartment,apartment,184000,2,62,62,3,0,good,SCHERPENHEUVEL-ZICHEM,Brabant Flamand,Région flamande,195.0
8420,apartment,apartment,189000,2,68,68,3,0,as new,DE HAAN,Flandre-Occidentale,Région flamande,257.0
2400,apartment,apartment,155000,2,86,86,3,0,just renovated,MOL,Anvers,Région flamande,239.0
8430,apartment,apartment,169000,1,54,54,2,0,to be done up,MIDDELKERKE,Flandre-Occidentale,Région flamande,71.0
5100,apartment,apartment,170000,2,80,80,2,0,unknown,NAMUR,Namur,Région wallonne,258.0
